,sign_form,f,a,m,all_locs,count
320,TA,m,,v,"P224485.14.3.0 (o 13),P224485.28.1.0 (o 27),P224485.41.3.0 (r 39),P224485.44.3.0 (r 42),P224485.51.3.0 (r 49),P224485.51.6.0 (r 49),P313417.48.1.0 (r 18),P313425.17.3.0 (o 16),P313425.43.3.0 (r 11),P313425.51.1.0 (r 19),P313427.30.3.0 (r 11),P313427.38.3.0 (r 19),P313447.7.2.0 (o 6),P313447.15.2.0 (o 14),P313452.28.2.0 (o 27),P313452.32.1.0 (b.e. 30),P313452.56.3.0 (r 21),P313453.22.6.0 (r 2),P313453.23.4.0 (r 3),P313453.28.3.0 (r 8),P313477.30.4.0 (r 4'),P313481.14.1.0 (b.e. 11'),P313487.11.4.0 (o 9'),P313487.12.4.0 (o 10'),P313487.29.5.0 (r 10),P313491.4.5.0 (o 2'),P313492.18.1.0 (o 16),P313494.13.2.0 (o 12),P313494.14.1.0 (o 13),P313494.15.2.0 (o 14),P313494.18.2.0 (o 17),P313502.32.3.0 (r 12'),P313502.33.1.0 (r 13'),P313506.6.2.0 (o 4'),P313508.7.2.0 (o 5'),P313509.7.5.0 (o 6),P313509.23.1.0 (r 5'),P313509.28.2.0 (r 10'),P313513.3.4.0 (o 1'),P313513.10.3.0 (b.e. 7'),P313523.11.1.0 (o 10),P313541.6.1.0 (o 4'),P313547.39.2.0 (r 15),P313552.12.1.0 (o 10),P313571.11.5.0 (o 9'),P313571.14.2.0 (o 12'),P313571.27.4.0 (r 4),P313571.31.2.0 (r 8),P313571.32.3.0 (r 9),P313581.4.1.0 (o 2'),P313587.29.1.0 (r 7),P313596.3.6.0 (o 1'),P313601.4.8.0 (o 2'),P313607.6.2.0 (o 4'),P313607.8.1.0 (o 6'),P313614.20.1.0 (r 3),P313617.8.3.0 (o 6'),P313622.6.3.0 (o 4'),P313626.9.3.0 (o 8),P313629.16.1.0 (r 5),P313640.5.3.0 (o 4),P313644.48.7.0 (r 18),P313644.51.8.0 (r 21),P313644.53.5.0 (r 22'),P313655.6.2.0 (o 4'),P313659.30.4.0 (r 9'),P313666.12.6.0 (o 10'),P313672.6.5.0 (o 4'),P313702.14.1.0 (r 2),P313710.9.1.0 (o 7'),P313710.13.3.0 (r 1),P313710.15.2.0 (r 3),P313711.7.1.0 (o 6),P313716.19.4.0 (r 6),P313720.5.2.0 (o 3'),P313733.9.2.0 (o 8),P313738.6.2.0 (o 4'),P313742.10.1.0 (o 9),P313742.10.4.0 (o 9),P313750.17.6.0 (r 5'),P313753.22.1.0 (r 6'),P313753.27.1.0 (r 11'),P313758.15.1.0 (r 1'),P313762.16.6.0 (r 3'),P313776.9.8.0 (o 7'),P313848.11.7.0 (o 9'),P313855.20.2.0 (r 1),P313860.9.1.0 (o 7'),P313863.7.7.0 (o 5'),P313863.11.5.0 (o 9'),P313870.7.1.0 (o 5'),P313871.10.3.0 (b.e. 6'),P313871.13.2.0 (b.e. 9'),P313871.18.4.0 (r 4),P313879.5.2.0 (r 1'),P313879.8.1.0 (r 4'),P313886.9.2.0 (r 5'),P313887.12.2.0 (r 2),P313898.27.1.0 (r 12),P313902.4.4.0 (o 2'),P313907.6.4.0 (o 4'),P313910.9.1.0 (o 8),P313911.11.1.0 (r 5'),P313937.6.5.0 (nolabel),P313940.6.1.0 (o 4'),P313983.9.1.0 (o 7'),P313993.6.4.0 (o 4'),P314068.13.1.0 (o 11'),P314097.11.6.0 (b.e. 8'),P314100.8.5.0 (o 6'),P314116.5.2.0 (o 3'),P314128.17.1.0 (r 3'),P314157.7.1.0 (o 5'),P314157.13.2.0 (r 3),P314205.6.4.0 (o 4'),P314232.5.2.0 (o 3'),P314232.14.2.0 (o 12'),P314234.7.4.0 (r 4),P314243.6.4.0 (5'),P314265.6.5.0 (o 4'),P314287.7.8.0 (o 5'),P314288.9.8.0 (o 7'),P314288.26.7.0 (r 7'),P314294.21.1.0 (r 8'),P314298.14.3.0 (o 12'),P314300.18.2.0 (r 3'),P314304.10.5.0 (o 8'),P314304.23.6.0 (r 6),P314311.10.2.0 (r 7'),P314323.4.7.0 (o 2'),P314323.21.2.0 (o 19'),P314328.8.1.0 (r 2),P334047.18.1.0 (r 2'),P334054.9.1.0 (o 8),P334060.7.2.0 (o 6),P334069.19.2.0 (o 18),P334069.35.2.0 (r 11),P334071.8.1.0 (o 7),P334074.7.2.0 (o 6),P334074.22.1.0 (r 4),P334074.26.2.0 (r 8),P334077.6.3.0 (o 5),P334077.7.4.0 (o 6),P334077.9.2.0 (o 8),P334077.22.7.0 (o 21),P334077.26.1.0 (o 25),P334079.14.1.0 (o 13),P334091.8.1.0 (o 7),P334092.12.4.0 (o 11),P334092.17.1.0 (o 16),P334099.35.1.0 (r 12),P334100.11.3.0 (o 10),P334100.35.3.0 (r 10),P334108.7.3.0 (o 6),P334111.5.2.0 (o 4),P334111.19.3.0 (r 3),P334113.8.4.0 (o 7),P334113.20.1.0 (o 19),P334120.9.2.0 (o 8),P334125.12.1.0 (o 11),P334135.9.1.0 (o 8),P334142.13.1.0 (o 12),P334142.60.1.0 (r 28),P334143.42.3.0 (r 4),P334149.20.2.0 (r 3),P334151.6.1.0 (o 5),P334151.10.2.0 (o 9),P334152.8.1.0 (o 7),P334152.28.1.0 (r 9),P334155.24.4.0 (o 23),P334155.35.2.0 (r 7),P334155.36.5.0 (r 8),P334163.22.4.0 (r 2),P334163.28.5.0 (r 8),P334170.20.2.0 (r 5'),P334170.21.2.0 (r 6'),P334180.8.2.0 (o 7),P334180.23.1.0 (r 5),P334186.7.1.0 (o 6),P334186.8.2.0 (o 7),P334186.9.1.0 (o 8),P334186.16.4.0 (o 15),P334186.21.2.0 (o 20),P334186.29.2.0 (b.e. 27),P334187.13.1.0 (o 12),P334187.19.1.0 (o 18),P334187.19.4.0 (o 18),P334187.30.3.0 (r 3),P334187.40.6.0 (r 13),P334193.5.3.0 (o 4),P334193.14.2.0 (o 13),P334193.22.2.0 (r 1),P334195.30.2.0 (r 6),P334195.32.1.0 (r 8),P334195.35.1.0 (r 11),P334199.11.1.0 (o 10),P334199.31.3.0 (r 10'),P334214.6.1.0 (o 5),P334222.41.3.0 (e. 1),P334279.8.2.0 (o 7),P334279.19.1.0 (o 18),P334279.36.1.0 (r 8),P334281.7.2.0 (o 6),P334281.13.2.0 (o 12),P334281.21.2.0 (r 3),P334281.22.1.0 (r 4),P334282.10.1.0 (o 9),P334298.5.4.0 (o 4),P334305.6.2.0 (o 5),P334308.14.1.0 (o 13),P334308.20.2.0 (o 19),P334314.16.2.0 (o 15),P334318.22.3.0 (r 5'),P334318.27.1.0 (r 10'),P334333.20.5.0 (r 0),P334333.24.3.0 (r 4'),P334333.27.3.0 (r 7'),P334337.11.1.0 (r 2),P334339.6.3.0 (o 5),P334343.11.1.0 (o 10),P334343.11.3.0 (o 10),P334343.14.3.0 (o 13),P334343.15.1.0 (o 14),P334343.22.2.0 (r 1),P334344.18.1.0 (o 17),P334344.47.2.0 (r 20),P334357.17.3.0 (r 1),P334361.21.1.0 (r 4),P334369.18.3.0 (o 17),P334369.29.1.0 (r 2),P334381.15.3.0 (o 13'),P334381.16.2.0 (o 14'),P334381.17.1.0 (o 15'),P334381.29.3.0 (r 3),P334385.7.2.0 (b.e. 4'),P334385.8.1.0 (b.e. 5'),P334386.19.1.0 (o 17'),P334388.28.4.0 (r 6),P334388.34.3.0 (r 12),P334394.26.4.0 (r 5'),P334403.3.4.0 (o 1'),P334405.8.1.0 (o 6'),P334415.14.1.0 (o 12'),P334415.16.1.0 (b.e. 13'),P334421.7.2.0 (o 5'),P334422.24.4.0 (r 3),P334435.28.1.0 (r 9),P334439.18.1.0 (r 1),P334439.21.1.0 (r 4),P334439.24.1.0 (r 7),P334496.14.2.0 (o 13),P334496.23.1.0 (r 2),P334496.24.3.0 (r 3),P334496.40.1.0 (e. 2),P334528.7.1.0 (o 6),P334529.5.1.0 (o 4),P334537.14.1.0 (b.e. 12),P334558.18.2.0 (r 6'),P334561.5.2.0 (o 4),P334561.7.3.0 (o 6),P334561.16.2.0 (r 2'),P334564.6.2.0 (o 5),P334564.17.1.0 (r 2'),P334567.26.2.0 (r 7),P334567.27.2.0 (r 8),P334586.44.3.0 (r 17'),P334587.18.4.0 (r 5'),P334588.9.1.0 (o 8),P334595.6.2.0 (o 4'),P334595.19.1.0 (r 3),P334609.5.1.0 (o 4),P334612.5.1.0 (o 4),P334612.7.1.0 (o 6),P334621.5.1.0 (o 4),P334622.8.1.0 (o 7),P334622.10.1.0 (o 9),P334664.11.1.0 (o 10),P334673.27.1.0 (r 7'),P334680.5.2.0 (o 3'),P334692.8.1.0 (o 6'),P334693.8.4.0 (o 6'),P334693.9.2.0 (o 7'),P334693.14.3.0 (o 12'),P334694.6.3.0 (r 2'),P334696.15.7.0 (r 2'),P334696.16.6.0 (r 3'),P334697.23.3.0 (r 4'),P334699.5.1.0 (o 4),P334705.21.2.0 (r 1),P334705.25.1.0 (r 5),P334705.29.1.0 (r 9),P334710.28.7.0 (r 6),P334711.8.3.0 (r 4'),P334713.8.1.0 (o 7),P334716.9.1.0 (o 8),P334716.24.2.0 (r 4'),P334731.16.2.0 (o 15),P334731.34.1.0 (r 9),P334772.9.3.0 (o 7'),P334780.7.1.0 (r 2'),P334780.10.1.0 (r 5'),P334786.6.1.0 (o 5),P334789.14.3.0 (r 4),P334820.20.4.0 (o 19),P334820.35.2.0 (r 9),P334824.8.1.0 (r 5'),P334825.40.2.0 (r 13),P334831.6.4.0 (o 4'),P334834.12.5.0 (o 10'),P334848.6.2.0 (o 4'),P334848.7.1.0 (o 5'),P334849.5.2.0 (o 3'),P334864.19.5.0 (r 2),P334894.13.1.0 (o 12),P334894.20.1.0 (r 3'),P334895.9.2.0 (b.e. 6'),P334903.7.2.0 (o 6),P334904.15.1.0 (o 14),P334910.10.3.0 (o 9),P334912.7.1.0 (o 5'),P334912.8.2.0 (o 6'),P334918.15.3.0 (r 2'),P334918.18.5.0 (r 5'),P334918.19.3.0 (r 6'),P336170.22.1.0 (r 8'),P336775.6.5.0 (r 3),P337150.14.3.0 (o 13),P337150.15.1.0 (o 14),P337150.24.4.0 (r 2),P337150.26.1.0 (r 4),P337150.32.3.0 (r 10),P337150.34.2.0 (r 12),P337150.38.1.0 (r 16),X900005.8.3.0 (o 7),X900005.23.2.0 (r 20),X900007.39.2.0 (r 35),X900008.6.3.0 (o 5),X900008.16.1.0 (o 15),X900008.17.1.0 (o 16),X900009.9.7.0 (o 8),X900009.10.7.0 (o 9),X900009.14.4.0 (o 13)",342
321,TA,mp,,v,"P313699.10.2.0 (o 14),P314316.25.1.0 (r 4),P334141.12.3.0 (o 11),P334141.22.4.0 (o 21),P334344.23.1.0 (o 22),P334519.23.3.0 (r.e. 11)",6
322,TA,my,,v,P334606.29.3.0 (r 1),1
323,TA,p,,,"P313417.45.2.0 (r 15),P313425.23.1.1 (o 22),P313480.22.1.0 (r 1),P313494.13.1.1 (o 12),P313511.10.4.1 (b.e. 7'),P313511.21.1.1 (r 10),P313511.25.1.1 (r 14),P313578.5.2.1 (o 3'),P313581.5.2.1 (o 3'),P313587.9.4.1 (o 7),P313587.10.1.0 (o 8),P313612.14.1.1 (o 12'),P313719.8.5.1 (o 5'),P313772.6.6.1 (o 4'),P313777.21.7.0 (o 15'),P313814.18.2.0 (o 17),P313814.50.8.0 (r 6),P313814.54.4.0 (r 10),P313814.71.1.0 (r 27),P313814.81.17.0 (e. 2),P313814.82.11.0 (e. 3),P313887.13.1.1 (r 3),P314140.8.1.0 (o 6'),P314244.7.3.0 (r 4),P314296.27.5.0 (r.e. 11),P314302.9.1.0 (o 8),P314313.21.7.1 (r 8),P314313.29.1.1 (e. 4),P334036.28.1.1 (r 9),P334037.11.2.1 (o 10),P334037.12.1.0 (o 11),P334037.13.3.0 (o 12),P334037.14.2.1 (o 13),P334037.18.2.1 (r 2),P334037.18.4.0 (r 2),P334037.19.4.1 (r 3),P334037.22.2.1 (r 6),P334037.24.2.0 (r 8),P334037.26.2.1 (r 10),P334037.27.1.1 (r 11),P334041.32.2.1 (r 10),P334041.34.1.0 (r 12),P334092.12.1.0 (o 11),P334104.17.4.1 (o 16),P334135.21.2.0 (o 20),P334143.18.4.0 (o 17),P334256.9.1.1 (o 8),P334258.5.1.1 (o 4),P334258.9.2.1 (o 8),P334328.23.4.0 (r 2),P334331.9.2.2 (o 8),P334331.11.1.1 (o 10),P334332.11.3.0 (o 10),P334332.28.3.0 (r 7'),P334372.16.1.0 (o 15),P334372.18.3.2 (o 17),P334372.25.1.0 (r 3),P334372.27.1.2 (r 5),P334372.34.1.0 (r 12),P334372.37.3.0 (r 15),P334410.8.1.0 (o 6'),P334410.12.2.1 (r 3),P334609.5.3.0 (o 4),P334643.10.1.1 (o 9),P334708.38.2.1 (r 12),P334825.8.6.1 (o 7),P334836.7.1.1 (r 3'),P334858.6.7.0 (o 5),P334858.15.10.0 (r 1'),P334858.27.2.0 (r.e. 12),P334858.27.4.1 (r.e. 12),P336167.13.8.1 (o 12),P336167.21.10.2 (r 2'),P336597.8.6.1 (o 7),P336774.5.2.1 (5),P337150.26.3.2 (r 4),P337150.32.1.2 (r 10)",77
324,TA,p,,v,"P314326.24.7.0 (r 7'),P314326.27.5.0 (r 10'),P334104.6.4.0 (o 5),P334135.33.3.0 (r 5),P334135.46.1.0 (r 17),P334377.31.2.0 (r 11'),P334708.23.2.0 (b.e. 20'),P334781.13.4.0 (o 12)",8
325,TA,pp,,,P334141.25.4.0 (b.e. 23),1
326,TA,t,,,"P313626.31.2.1 (r 12),P334355.15.1.1 (o 14),P334848.12.1.2 (r 3)",3
327,TA,tm,,,P334831.7.1.0 (o 5'),1
328,TAB,d,,,P313666.11.5.1 (o 9'),1
329,TAG,p,,,P334567.30.1.0 (r 11),1
330,TAR,t,,,"P313980.9.6.1 (o 8),P334715.33.1.1 (r 8),P334715.34.1.1 (r 9)",3
331,TAR,td,,,P334037.10.1.1 (o 9),1
332,TE,p,,,"P313442.14.1.3 (b.e. 11'),P313511.17.3.2 (r 6),P313518.16.1.1 (o 14'),P313587.23.1.2 (r 1),P313778.4.6.3 (o 2'),P313778.8.7.2 (o 6'),P334090.30.1.2 (r 3),P334091.14.1.2 (r 2'),P334091.17.3.2 (r 5'),P334091.22.1.3 (r.e. 9),P334092.7.1.1 (o 6),P334092.7.3.1 (o 6),P334092.19.1.2 (o 18),P334093.23.1.4 (r 4'),P334180.6.6.2 (o 5),P334186.22.3.2 (o 21),P334211.7.1.3 (o 6),P334804.10.1.1 (o 9),P336636.7.1.4 (o 5'),P336636.9.5.1 (b.e. 6')",20
333,TE,t,,,"P313444.19.4.1 (r 4'),P313450.34.2.2 (r 8),P313648.11.4.4 (o 9'),P313648.11.4.4 (o 9')",4
334,TI,d,,,"P313458.11.4.3 (o 10),P313458.16.5.2 (o 15),P313498.18.1.1 (r 3'),P313552.34.2.1 (r 12),P314242.7.2.1 (o 5'),P314313.20.7.1 (r 7),P334496.26.1.1 (r 5),P334496.34.2.1 (r 12')",8
335,TI,dt,,,"P313480.11.1.4 (o 10),P313891.13.2.3 (r 2),P334373.21.1.1 (r 4)",3
336,TI,p,,,P334496.36.1.1 (r.e. 13),1
