,class_type,feature_type,group,group_len,num_clusters,purity_class,purity_random,error_sub,error_div
98,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.2,0.17176470588235293,0.02823529411764708,1.1643835616438358
99,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'šu', 'šu₂', 'u', 'u₂']",6,60,0.18470588235294116,0.17647058823529413,0.008235294117647035,1.0466666666666666
100,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.18941176470588236,0.17176470588235293,0.017647058823529432,1.1027397260273974
101,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.17294117647058824,0.17647058823529413,-0.003529411764705892,0.98
102,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.18705882352941178,0.17647058823529413,0.010588235294117648,1.06
103,senderloc,allpair,"['ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",6,60,0.18705882352941178,0.1776470588235294,0.00941176470588237,1.0529801324503312
104,senderloc,allpair,"['NA:..', 'NA:.t.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.20470588235294118,0.16941176470588235,0.03529411764705884,1.2083333333333335
105,senderloc,allpair,"['NI:..', 'NI:.d.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.19411764705882353,0.1776470588235294,0.016470588235294126,1.0927152317880795
106,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.2011764705882353,0.16588235294117648,0.03529411764705881,1.2127659574468084
107,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.19647058823529412,0.17294117647058824,0.023529411764705882,1.1360544217687074
108,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.20705882352941177,0.17647058823529413,0.03058823529411764,1.1733333333333333
109,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.18235294117647058,0.17294117647058824,0.009411764705882342,1.0544217687074828
110,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'šu', 'šu₂', 'u', 'u₂']",12,60,0.21294117647058824,0.17176470588235293,0.041176470588235314,1.2397260273972603
111,senderloc,allpair,"['ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",6,60,0.18470588235294116,0.17411764705882352,0.010588235294117648,1.0608108108108107
112,senderloc,allpair,"['NA:..', 'NA:.t.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.19411764705882353,0.17411764705882352,0.020000000000000018,1.114864864864865
113,senderloc,allpair,"['NI:..', 'NI:.d.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.18352941176470589,0.1776470588235294,0.0058823529411764774,1.033112582781457
114,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.19411764705882353,0.17058823529411765,0.023529411764705882,1.1379310344827587
115,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.17529411764705882,0.16941176470588235,0.0058823529411764774,1.0347222222222223
116,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.19647058823529412,0.17647058823529413,0.01999999999999999,1.1133333333333333
117,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.18,0.17411764705882352,0.0058823529411764774,1.0337837837837838
118,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",12,60,0.19647058823529412,0.17176470588235293,0.02470588235294119,1.1438356164383563
119,senderloc,allpair,"['ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",8,60,0.1988235294117647,0.16117647058823528,0.03764705882352942,1.2335766423357666
120,senderloc,allpair,"['NA:..', 'NA:.t.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.20941176470588235,0.16588235294117648,0.04352941176470587,1.2624113475177303
121,senderloc,allpair,"['NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.1952941176470588,0.17294117647058824,0.022352941176470575,1.129251700680272
122,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",12,60,0.20588235294117646,0.17529411764705882,0.03058823529411764,1.174496644295302
123,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",10,60,0.1988235294117647,0.1623529411764706,0.036470588235294116,1.2246376811594202
124,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",12,60,0.21294117647058824,0.1811764705882353,0.031764705882352945,1.1753246753246753
125,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",12,60,0.19176470588235295,0.17882352941176471,0.012941176470588234,1.0723684210526316
126,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂', 'u', 'u₂']",14,60,0.20470588235294118,0.1776470588235294,0.027058823529411774,1.152317880794702
127,senderloc,allpair,"['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']",2,60,0.12823529411764706,0.12588235294117647,0.0023529411764705854,1.0186915887850467
128,senderloc,allpair,"['NA:..', 'NA:.t.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']",4,60,0.20470588235294118,0.17058823529411765,0.03411764705882353,1.2
129,senderloc,allpair,"['NI:..', 'NI:.d.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']",4,60,0.18,0.16588235294117648,0.014117647058823513,1.0851063829787233
