,BA:..,BA:.t.,BU:..,BU:.p.,DA:..,DA:.d.,DI:..,DI:.d.,LI:..,LI:.d.,LU₂:v..,LU₂:v.y.,NA:..,NA:.t.,NI:..,NI:.d.,SU:..,SU:.t.,TI:..,TI:.t.,U₂:..,U₂:.m.,|ME.U.U.U|:..,|ME.U.U.U|:.m.,ŠA:..,ŠA:.dm.,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,bēlu[lord]N:bēlī:be-li₂,bēlu[lord]N:bēlī:EN,bēlu[lord]N:bēlīya:EN-ia,bēlu[lord]N:bēlīya:be-li₂-ia,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:la-a,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,mā[saying]PRP:mā:ma,mā[saying]PRP:mā:ma-a,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,pānu[front]N:pān:IGI,pānu[front]N:pān:pa-an,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,ancient_author,designation,dossier,dossier_nocertain,saa_chap,senderloc
P313478,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Aššur-belu-uda’’an,SAA 05 127,SAA05.07.02.a,SAA05.07.02,SAA05.07,Kurbail
P313479,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-belu-taqqin,SAA 15 177,SAA15.06.02.a,SAA15.06.02,SAA15.06,Northern Babylonia
P313480,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,9.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,Nashir-Bel (Liphur-Bel),SAA 05 015,SAA05.01.01.b,SAA05.01.01,SAA05.01,Amidi
P313481,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,(unknown),SAA 15 108,SAA15.04.03.c,SAA15.04.03,SAA15.04,Kar-Sharrukin
P313482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 15 367,SAA15.09.07.c,SAA15.09.07,SAA15.09,uncertain
P313483,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,8.0,2.0,0.0,9.0,8.0,0.0,2.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,Il-yada’,SAA 15 161,SAA15.06.01.c,SAA15.06.01,SAA15.06,Dur-Kurigalzu
P313486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nergal-[...],SAA 15 292,SAA15.09.04.c,SAA15.09.04,SAA15.09,uncertain
P313487,1.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,2.0,2.0,6.0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Taklak-ana-Bel,SAA 01 237,SAA01.13.02.c,SAA01.13.02,SAA01.13,Naṣibina
P313491,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,4.0,10.0,6.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,2.0,6.0,7.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 013,SAA01.01.01.c,SAA01.01.01,SAA01.01,Royal Court
P313492,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,9.0,9.0,0.0,2.0,2.0,3.0,0.0,3.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,Šamaš-belu-uṣur,SAA 15 119,SAA15.05.01.c,SAA15.05.01,SAA15.05,Der
P313494,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Adad-issiya,SAA 05 225,SAA05.10.04.c,SAA05.10.04,SAA05.10,Mazamua
P313496,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,(unknown),SAA 15 110,SAA15.04.03.c,SAA15.04.03,SAA15.04,Kar-Sharrukin
P313497,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Ṭab-šar-Aššur,SAA 01 044,SAA01.03.01.b,SAA01.03.01,SAA01.03,Royal Court
P313498,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,6.0,0.0,1.0,7.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,Aššur-belu-uṣur,SAA 15 059,SAA15.03.02.b,SAA15.03.02,SAA15.03,Kisheshim
P313500,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Na’di-ilu,SAA 05 067,SAA05.04.02.c,SAA05.04.02,SAA05.04,Rab Šaqê Province
P313501,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 15 370,SAA15.09.07.c,SAA15.09.07,SAA15.09,uncertain
P313502,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Samnuha-belu-uṣur,SAA 01 223,SAA01.11.03.b,SAA01.11.03,SAA01.11,Shadikanni
P313504,4.0,0.0,4.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,17.0,0.0,14.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,15.0,0.0,3.0,0.0,2.0,8.0,17.0,3.0,7.0,5.0,1.0,0.0,1.0,9.0,5.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,Šamaš-belu-uṣur,SAA 15 113,SAA15.05.01.a,SAA15.05.01,SAA15.05,Der
P313505,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,(unknown),SAA 01 209,SAA01.10.02.c,SAA01.10.02,SAA01.10,Hindanu
P313506,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 15 216,SAA15.06.06.c,SAA15.06.06,SAA15.06,Northern Babylonia
P313507,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,18.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,6.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0,1.0,15.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,Nabu-belu-ka’’in,SAA 15 037,SAA15.02.01.c,SAA15.02.01,SAA15.02,Diyala region
P313508,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,10.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Mannu-ki-Ninua,SAA 15 092,SAA15.04.02.c,SAA15.04.02,SAA15.04,Kar-Sharrukin
P313509,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,(unknown),SAA 01 208,SAA01.10.02.c,SAA01.10.02,SAA01.10,Hindanu
P313510,1.0,0.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,7.0,15.0,0.0,11.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,10.0,1.0,6.0,1.0,7.0,3.0,3.0,3.0,16.0,6.0,3.0,10.0,1.0,3.0,6.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,2.0,0.0,Ša-Aššur-dubbu,SAA 05 034,SAA05.02.02.a,SAA05.02.02,SAA05.02,Tušhan
P313511,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 01 260,SAA01.14.01.c,SAA01.14.01,SAA01.14,Western Assyria
P313513,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 107,SAA05.06.03.c,SAA05.06.03,SAA05.06,Kumme
P313514,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 173,SAA05.09.01.c,SAA05.09.01,SAA05.09,Northeastern Assyria
P313515,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Šarru-emuranni,SAA 15 226,SAA15.07.01.a,SAA15.07.01,SAA15.07,Babylon
P313516,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,7.0,7.0,5.0,9.0,5.0,1.0,0.0,2.0,4.0,6.0,1.0,18.0,7.0,3.0,2.0,4.0,4.0,1.0,6.0,12.0,1.0,4.0,2.0,2.0,1.0,4.0,9.0,6.0,0.0,2.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,Ša-Aššur-dubbu,SAA 05 037,SAA05.02.02.c,SAA05.02.02,SAA05.02,Tušhan
P313517,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 15 150,SAA15.05.05.c,SAA15.05.05,SAA15.05,Der region
P313518,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,(unknown),SAA 15 259,SAA15.07.04.c,SAA15.07.04,SAA15.07,Central or Southern Babylonia
P313523,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Aššur-šarru-ibni,SAA 01 149,SAA01.07.07.a,SAA01.07.07,SAA01.07,Assyria
P313527,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ṭab-šar-Aššur,SAA 01 049,SAA01.03.01.c,SAA01.03.01,SAA01.03,Royal Court
P313529,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 112,SAA05.06.03.c,SAA05.06.03,SAA05.06,Kumme
P313537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 177,SAA05.09.01.c,SAA05.09.01,SAA05.09,Northeastern Assyria
P313539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 178,SAA05.09.01.c,SAA05.09.01,SAA05.09,Northeastern Assyria
P313540,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,Na’di-ilu,SAA 05 069,SAA05.04.02.a,SAA05.04.02,SAA05.04,Rab Šaqê Province
P313541,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 254,SAA05.12.10.c,SAA05.12.10,SAA05.12,Northeastern Assyria
P313542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Ariye, Ariṣa",SAA 05 110,SAA05.06.04.a,SAA05.06.04,SAA05.06,Kumme
P313543,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,4.0,1.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 021,SAA01.01.01.c,SAA01.01.01,SAA01.01,Royal Court
P313546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Šulmu-beli,SAA 05 141,SAA05.08.01.b,SAA05.08.01,SAA05.08,Eastern Kurdistan
P313547,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,1.0,0.0,3.0,6.0,2.0,1.0,5.0,0.0,2.0,5.0,1.0,3.0,2.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,unassigned vassal king,SAA 05 046,SAA05.03.02.c,SAA05.03.02,SAA05.03,Vassal Kingdom
P313548,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 176,SAA05.09.01.c,SAA05.09.01,SAA05.09,Northeastern Assyria
P313550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Šamaš-belu-uṣur,SAA 05 236,SAA05.11.01.c,SAA05.11.01,SAA05.11,Arzuhina
P313551,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 022,SAA01.01.01.a,SAA01.01.01,SAA01.01,Royal Court
P313552,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Gabbu-ana-Aššur,SAA 05 122,SAA05.07.01.c,SAA05.07.01,SAA05.07,Kurbail
P313553,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,5.0,0.0,11.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,3.0,2.0,3.0,0.0,8.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,(unknown),SAA 05 106,SAA05.06.03.c,SAA05.06.03,SAA05.06,Kumme
