,aš,aš₂,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,Sin[1]DN:Sin:30,Sin[1]DN:Sin:{d}30,ana[to]PRP:ana:a-na,ana[to]PRP:ana:ana,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:NU,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,u[and]CNJ:u:u,u[and]CNJ:u:u₃,ša[of]DET:ša:ša,ša[of]DET:ša:ša₂,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,šarru[king]N:šarru:LUGAL,šarru[king]N:šarru:MAN,ancient_author,designation
P334474,0.0,3.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Issar-šumu-ereš,SAA 10 012
P334475,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Issar-šumu-ereš,SAA 10 016
P334476,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Akkullanu,SAA 10 106
P334477,3.0,1.0,2.0,7.0,0.0,3.0,11.0,6.0,8.0,8.0,1.0,4.0,16.0,2.0,1.0,0.0,8.0,5.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,Akkullanu,SAA 10 100
P334478,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Akkullanu,SAA 10 087
P334479,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Akkullanu,SAA 10 086
P334485,0.0,3.0,5.0,0.0,0.0,2.0,3.0,6.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,Balasi,SAA 10 045
P334486,0.0,0.0,5.0,0.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,7.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,Balasi,SAA 10 060
P334487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 040
P334488,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 049
P334489,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 057
P334490,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 050
P334491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 066
P334493,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Nabu-ahhe-eriba,SAA 10 083
P334494,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Nabu-ahhe-eriba,SAA 10 082
P334509,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,"Nabu-naṣir, Urad-Nanaya",SAA 10 297
P334510,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Nabu-naṣir,SAA 10 306
P334511,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,Marduk-šumu-uṣur,SAA 10 177
P334525,2.0,1.0,4.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Tabni,SAA 10 181
P334526,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ikkaru,SAA 10 330
P334527,1.0,2.0,7.0,3.0,2.0,12.0,3.0,7.0,1.0,2.0,1.0,2.0,6.0,5.0,0.0,0.0,7.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,0.0,Ikkaru,SAA 10 328
P334530,0.0,2.0,0.0,7.0,0.0,1.0,6.0,1.0,5.0,3.0,0.0,1.0,5.0,5.0,0.0,2.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,Mar-Issar,SAA 10 363
P334531,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Mar-Issar,SAA 10 366
P334532,0.0,1.0,0.0,8.0,1.0,5.0,8.0,5.0,0.0,1.0,2.0,0.0,11.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,7.0,0.0,1.0,0.0,0.0,5.0,Mar-Issar,SAA 10 359
P334547,0.0,0.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Marduk-šumu-uṣur,SAA 10 175
P334569,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu-šumu-iddina of Nineveh,SAA 10 128
P334570,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 130
P334571,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 10 124
P334572,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 126
P334573,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 131
P334574,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 135
P334575,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 136
P334576,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 134
P334577,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 138
P334578,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 132
P334579,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 137
P334580,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 128
P334581,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 08 129
P334582,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Issar-nadin-apli of Arbela,SAA 10 139
P334597,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,Nabu-ahhe-eriba,SAA 10 078
P334600,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Urad-Gula,SAA 10 291
P334604,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Babu-šumu-iddina of Calah,SAA 10 135
P334605,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Babu-šumu-iddina of Calah,SAA 10 134
P334614,1.0,0.0,3.0,1.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,Adad-šumu-uṣur,SAA 10 225
P334619,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Nergal-šumu-iddina,SAA 10 131
P334620,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Nergal-šumu-iddina,SAA 10 133
P334626,0.0,1.0,7.0,0.0,3.0,0.0,8.0,5.0,1.0,5.0,2.0,0.0,8.0,1.0,0.0,4.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,6.0,3.0,0.0,1.0,3.0,0.0,Marduk-šumu-uṣur,SAA 10 174
P334628,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Balasi,SAA 10 054
P334630,0.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Nabu-gamil,SAA 10 308
P334645,1.0,0.0,1.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,4.0,0.0,Marduk-šakin-šumi,SAA 10 253
P334650,0.0,2.0,4.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 247
P334655,2.0,5.0,4.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,2.0,0.0,2.0,0.0,Nabu-naṣir,SAA 10 296
P334660,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Issar-nadin-apli of Arbela,SAA 10 136
P334672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(unassigned),SAA 10 377
P334675,2.0,1.0,1.0,0.0,5.0,5.0,10.0,2.0,1.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,Mar-Issar,SAA 10 350
P334681,1.0,1.0,6.0,5.0,3.0,2.0,11.0,1.0,1.0,9.0,1.0,2.0,12.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,Mar-Issar,SAA 10 361
P334690,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,The Scribes of Kilizi,SAA 10 144
P334714,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Nabu-ahhe-eriba,SAA 10 071
P334719,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,Marduk-šakin-šumi,SAA 10 249
P334722,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Balasi,SAA 10 055
P334733,0.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,Nabu-ahhe-eriba,SAA 10 076
P334734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Issar-šumu-ereš,SAA 10 019
P334736,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 262
P334744,0.0,4.0,4.0,0.0,4.0,5.0,6.0,0.0,2.0,6.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,Marduk-šakin-šumi,SAA 10 246
P334745,0.0,0.0,8.0,0.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,4.0,7.0,0.0,0.0,8.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Nabu-ahhe-eriba,SAA 10 072
P334747,0.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,2.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,Akkullanu,SAA 10 104
P334748,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 10 125
P334750,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,(unassigned),SAA 10 379
P334751,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 044
P334754,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Issar-šumu-ereš,SAA 10 031
P334757,1.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Nabu-zeru-iddina,SAA 10 346
P334760,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 10 126
P334767,1.0,0.0,6.0,2.0,1.0,7.0,2.0,4.0,2.0,3.0,1.0,0.0,6.0,8.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,Nabu-nadin-šumi,SAA 10 286
P334768,1.0,0.0,3.0,0.0,2.0,3.0,7.0,2.0,2.0,4.0,1.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,Marduk-šakin-šumi,SAA 10 254
P334770,1.0,2.0,7.0,0.0,1.0,6.0,7.0,0.0,2.0,6.0,1.0,1.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,Nabu-nadin-šumi,SAA 10 283
P334775,2.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,Nabu-naṣir,SAA 10 307
P334777,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 251
P334790,0.0,3.0,1.0,10.0,3.0,6.0,22.0,1.0,1.0,11.0,3.0,2.0,19.0,9.0,0.0,0.0,12.0,0.0,1.0,4.0,4.0,0.0,0.0,4.0,1.0,2.0,5.0,5.0,17.0,0.0,1.0,0.0,0.0,6.0,Mar-Issar,SAA 10 353
P334797,0.0,4.0,0.0,7.0,5.0,3.0,16.0,3.0,1.0,11.0,2.0,3.0,11.0,5.0,1.0,1.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,Mar-Issar,SAA 10 364
P334798,3.0,5.0,14.0,1.0,12.0,9.0,0.0,23.0,3.0,12.0,19.0,1.0,1.0,27.0,0.0,0.0,17.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,15.0,0.0,12.0,0.0,1.0,5.0,0.0,Bel-ušezib,SAA 10 109
P334802,1.0,1.0,8.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,(unassigned),SAA 10 383
P334827,0.0,2.0,0.0,0.0,5.0,0.0,13.0,6.0,3.0,1.0,3.0,8.0,17.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,Issar-šumu-ereš,SAA 10 030
P334829,0.0,10.0,25.0,2.0,16.0,12.0,30.0,9.0,6.0,30.0,18.0,1.0,17.0,22.0,0.0,0.0,19.0,0.0,9.0,3.0,8.0,0.0,0.0,4.0,1.0,0.0,1.0,27.0,24.0,0.0,1.0,0.0,11.0,0.0,Urad-Gula,SAA 10 294
P334832,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Ana-Nabu-atkal,SAA 10 309
P334852,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Mar-Issar,SAA 10 365
