,a,b,break,f,file,form,frag,line_label,m,sign_loc_id,text_id,sign_form,mods_str,str_part,num_part
41036,,URU,missing,d,P313796.json,{URU}E₂-bu-na-ki,{[urud}E₂—bu-na]-ki,o 6',,P313796.8.1.0,P313796,URU,.d.,URU,1
41048,,TA,missing,,P313796.json,TA@v,[TA@v,o 7',v,P313796.9.1.0,P313796,TA,..v,TA,1
41049,,URU,missing,d,P313796.json,{URU}hu-un-nu-ru,{urud}hu-un]-nu-ru,o 7',,P313796.9.2.0,P313796,URU,.d.,URU,1
41065,,TA,damaged,,P313796.json,TA@v,⸢TA@v⸣,o 8',v,P313796.10.3.0,P313796,TA,..v,TA,1
41072,,u₂,missing,m,P313796.json,a-du-u₂,[a-du-u₂\m,o 9',,P313796.11.1.2,P313796,U₂,.m.,u,2
41073,,URU,missing,d,P313796.json,{URU}ma-dak-ti,{urud}ma]-⸢dak⸣-ti\t,o 9',,P313796.11.2.0,P313796,URU,.d.,URU,1
41082,,TA,missing,,P313796.json,TA@v,[TA@v,o 10',v,P313796.12.1.0,P313796,TA,..v,TA,1
41083,,URU,missing,d,P313796.json,{URU}ma-dak-ti,{urud}ma-dak-ti\t,o 10',,P313796.12.2.0,P313796,URU,.d.,URU,1
41086,,ti,missing,t,P313796.json,{URU}ma-dak-ti,{urud}ma-dak-ti\t,o 10',,P313796.12.2.3,P313796,TI,.t.,ti,1
41090,,URU,missing,d,P313796.json,{URU}ma-lak-ka,{[urud}ma-lak]-⸢ka⸣,b.e. 11',,P313796.14.1.0,P313796,URU,.d.,URU,1
41100,,TA,missing,,P313796.json,TA@v,[TA@v,b.e. 13',v,P313796.16.1.0,P313796,TA,..v,TA,1
41101,,URU,missing,d,P313796.json,{URU}ma-lak,{urud}ma]-⸢lak⸣,b.e. 13',,P313796.16.2.0,P313796,URU,.d.,URU,1
41106,,u₂,missing,m,P313796.json,a-du-u₂,[a-du-u₂\m,r 1,,P313796.18.1.2,P313796,U₂,.m.,u,2
41107,,URU,missing,d,P313796.json,{URU}E₂-bu-na-ki,{urud}E₂]—⸢bu⸣-na-ki,r 1,,P313796.18.2.0,P313796,URU,.d.,URU,1
41115,,ti,missing,t,P313796.json,mar-de-ti,[mar-de-ti\t,r 2,,P313796.19.1.2,P313796,TI,.t.,ti,1
41116,,TA,missing,,P313796.json,TA@v,TA@v,r 2,v,P313796.19.2.0,P313796,TA,..v,TA,1
41117,,URU,missing,d,P313796.json,{URU}E₂-bu-na-ki,{urud]}⸢E₂⸣—bu-na-⸢ki⸣,r 2,,P313796.19.3.0,P313796,URU,.d.,URU,1
41153,v,LU₂,missing,,P313796.json,{LU₂}DUMU—TIN.TIR{KI},{lu₂v]}⸢DUMU⸣—TIN.TIR{ki},r 6,,P313796.23.2.0,P313796,LU₂,v..,LU,2
41158,v,LU₂,missing,,P313796.json,{LU₂}DUMU—TIN.TIR{KI},{lu₂v]}⸢DUMU⸣—TIN.TIR{ki},r 6,,P313796.23.2.0,P313796,LU₂,v..,LU,2
41559,,UGU,damaged,d,P313802.json,UGU,⸢UGU\d⸣,b.e. 9',,P313802.12.2.0,P313802,|U.KA|,.d.,UGU,1
41860,,li,damaged,d,P313803.json,x-li,x]-⸢li\d⸣,o 4',,P313803.6.4.1,P313803,LI,.d.,li,1
41865,,NUMUN,damaged,y,P313803.json,{ŠE}NUMUN-MEŠ,{še}⸢NUMUN\y⸣-[MEŠ],o 4',,P313803.6.8.1,P313803,KUL,.y.,NUMUN,1
42008,,ša,damaged,m,P313807.json,ša,ša\m⸣,r 1,,P313807.13.3.0,P313807,ŠA,.m.,ša,1
42172,v,LU₂,missing,,P313808.json,{LU₂}qur-bu-te,{lu₂v}qur]-bu\p-te,o 11',,P313808.13.3.0,P313808,LU₂,v..,LU,2
42246,,su,damaged,t,P313809.json,i-su-ri,⸢i—su\t⸣-[ri],o 7',,P313809.10.5.1,P313809,SU,.t.,su,1
42398,,ni,damaged,d,P313810.json,ni,⸢ni\d⸣,o 13,,P313810.14.6.0,P313810,NI,.d.,ni,1
42484,v,LU₂,damaged,,P313812.json,{LU₂}ZI-MEŠ,{⸢lu₂v⸣}[ZI-MEŠ],o 2',,P313812.4.6.0,P313812,LU₂,v..,LU,2
42487,,TA,damaged,,P313812.json,TA@v,⸢TA@v⸣,o 3',v,P313812.5.1.0,P313812,TA,..v,TA,1
42561,v,LU₂,missing,,P313814.json,{LU₂}EN.NAM,{lu₂v}EN.NAM,o 1,,P313814.2.2.0,P313814,LU₂,v..,LU,2
42586,,URU,damaged,d,P313814.json,{URU}de-ri,{⸢urud⸣}[de-ri],o 2,,P313814.3.7.0,P313814,URU,.d.,URU,1
42598,,ša,damaged,m,P313814.json,ša,⸢ša\m⸣,o 3,,P313814.4.5.0,P313814,ŠA,.m.,ša,1
42604,v,LU₂,missing,,P313814.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN]-⸢ia⸣,o 4,,P313814.5.2.0,P313814,LU₂,v..,LU,2
42608,v,LU₂,missing,,P313814.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN]-⸢ia⸣,o 4,,P313814.5.2.0,P313814,LU₂,v..,LU,2
42650,v,LU₂,missing,,P313814.json,{LU₂}A—KIN-šu₂,{lu₂v}A—KIN-šu₂,o 7,,P313814.8.2.0,P313814,LU₂,v..,LU,2
42654,v,LU₂,missing,,P313814.json,{LU₂}A—KIN-šu₂,{lu₂v}A—KIN-šu₂,o 7,,P313814.8.2.0,P313814,LU₂,v..,LU,2
42745,,ka,damaged,d,P313814.json,il-la-ka,il\y-la-⸢ka\d⸣,o 13,,P313814.14.1.2,P313814,KA,.d.,ka,1
42863,,ti,damaged,t,P313814.json,bir-ti,bir-⸢ti\t⸣,o 21,,P313814.22.2.1,P313814,TI,.t.,ti,1
42902,,ka,damaged,d,P313814.json,il-la-ka,il\y-la-⸢ka\d⸣,o 23,,P313814.24.7.2,P313814,KA,.d.,ka,1
43022,,šum₂,damaged,m,P313814.json,šum₂-ma,šum₂\m⸣-ma,o 31,,P313814.32.2.0,P313814,SUM,.m.,šum,2
43077,v,LU₂,missing,,P313814.json,{LU₂}ERIM-MEŠ,{lu₂v}ERIM]-MEŠ\m,o 34,,P313814.35.10.0,P313814,LU₂,v..,LU,2
43313,v,LU₂,damaged,,P313814.json,{LU₂}A—KIN-ia,{lu₂v⸣}A—KIN-ia,r 10,,P313814.54.3.0,P313814,LU₂,v..,LU,2
43317,v,LU₂,damaged,,P313814.json,{LU₂}A—KIN-ia,{lu₂v⸣}A—KIN-ia,r 10,,P313814.54.3.0,P313814,LU₂,v..,LU,2
43514,v,LU₂,missing,,P313814.json,{LU₂}ARAD,{lu₂v]}ARAD\p,r 22,,P313814.66.7.0,P313814,LU₂,v..,LU,2
43543,,uk,missing,tdp,P313814.json,mu-uk,mu-uk\tdp,r 24,,P313814.68.3.1,P313814,|PIRIG×UD|,.tdp.,uk,1
43561,,uk,damaged,tdp,P313814.json,mu-uk,mu]-⸢uk\tdp⸣,r 25,,P313814.69.9.1,P313814,|PIRIG×UD|,.tdp.,uk,1
43566,,uk,damaged,tdp,P313814.json,mu-uk,mu-⸢uk\tdp⸣,r 26,,P313814.70.1.1,P313814,|PIRIG×UD|,.tdp.,uk,1
43780,v,LU₂,damaged,,P313814.json,{LU₂}x,{⸢lu₂v⸣}[x,e. 4,,P313814.83.1.0,P313814,LU₂,v..,LU,2
43822,,ti,damaged,t,P313814.json,x-ti-iq,x]-⸢ti\t⸣-iq,e. 5,,P313814.84.8.1,P313814,TI,.t.,ti,1
44094,v,LU₂,damaged,,P313817.json,{LU₂}GAL—SAG,{⸢lu₂v⸣}GAL—SAG,o 10',,P313817.12.7.0,P313817,LU₂,v..,LU,2
44097,v,LU₂,damaged,,P313817.json,{LU₂}GAL—SAG,{⸢lu₂v⸣}GAL—SAG,o 10',,P313817.12.7.0,P313817,LU₂,v..,LU,2
44230,,ti,missing,t,P313817.json,{LU₂}qur-bu-ti,{lu₂v}qur-⸢bu⸣-[ti\t],r 8',,P313817.26.7.3,P313817,TI,.t.,ti,1
44315,v,LU₂,damaged,,P313820.json,{LU₂}A—KIN,{⸢lu₂v}A⸣—[KIN],o 2',,P313820.4.2.0,P313820,LU₂,v..,LU,2
44318,v,LU₂,damaged,,P313820.json,{LU₂}A—KIN,{⸢lu₂v}A⸣—[KIN],o 2',,P313820.4.2.0,P313820,LU₂,v..,LU,2
44349,v,LU₂,missing,,P313820.json,{LU₂}A—KIN-ia,{[lu₂v}A—KIN]-⸢ia⸣,o 6',,P313820.8.1.0,P313820,LU₂,v..,LU,2
44353,v,LU₂,missing,,P313820.json,{LU₂}A—KIN-ia,{[lu₂v}A—KIN]-⸢ia⸣,o 6',,P313820.8.1.0,P313820,LU₂,v..,LU,2
44549,,il,damaged,yd,P313822.json,il-li-ka,⸢il\yd⸣-li-ka,o 8,,P313822.7.2.0,P313822,IL,.yd.,il,1
44588,,ti,damaged,t,P313822.json,i-ti-ti-is-su,[i]-⸢ti\t⸣-ti\t-is\d-⸢su⸣,o 12,,P313822.11.1.1,P313822,TI,.t.,ti,1
44657,v,LU₂,damaged,,P313822.json,{LU₂}x,{⸢lu₂v⸣}[x,r 3',,P313822.20.3.0,P313822,LU₂,v..,LU,2
44683,,TA,damaged,,P313822.json,TA@v,⸢TA@v⸣,r 6',v,P313822.23.2.0,P313822,TA,..v,TA,1
44827,,na,damaged,t,P313823.json,a-na,a-⸢na\t⸣,o 5',,P313823.7.4.1,P313823,NA,.t.,na,1
44860,v,LU₂,damaged,,P313827.json,{LU₂}SAG,{⸢lu₂v}SAG⸣,o 2',,P313827.4.2.0,P313827,LU₂,v..,LU,2
44943,v,LU₂,missing,,P313827.json,{LU₂}rak-su-MEŠ,{[lu₂v]}rak-su\t-MEŠ,r 6,,P313827.20.1.0,P313827,LU₂,v..,LU,2
45020,v,LU₂,damaged,,P313829.json,{LU₂}x+x,{⸢lu₂v}x⸣+[x,o 1',,P313829.3.7.0,P313829,LU₂,v..,LU,2
45039,v,LU₂,missing,,P313829.json,{LU₂}GAR-nu-te,{lu₂v]}⸢GAR⸣-nu-⸢te⸣,o 3',,P313829.5.4.0,P313829,LU₂,v..,LU,2
45167,,tu,damaged,t,P313832.json,i-tu-ur-du,i-⸢tu\t-ur⸣-[du],nolabel,,P313832.7.8.1,P313832,TU,.t.,tu,1
45345,v,LU₂,missing,,P313833.json,{LU₂}A-šip-ri-ia,{lu₂v]}⸢A⸣—šip-ri-⸢ia⸣,o 8',,P313833.10.7.0,P313833,LU₂,v..,LU,2
45528,,li,damaged,d,P313837.json,x-li-te-šu₂-nu,x]-⸢li\d⸣-te-šu₂\d-nu,o 3',,P313837.5.2.1,P313837,LI,.d.,li,1
45795,,la,damaged,p,P313844.json,la,⸢la\p⸣,o 3',,P313844.5.2.0,P313844,LA,.p.,la,1
45833,,u₂,damaged,p,P313844.json,u₂-ma-a,⸢u₂\p⸣-ma-a,o 6',,P313844.8.3.0,P313844,U₂,.p.,u,2
45866,,as,damaged,td,P313844.json,as-sa-a-la,⸢as\td⸣-sa-a-la,o 9',,P313844.11.2.0,P313844,|PIRIG×ZA|,.td.,as,1
45877,,la,damaged,p,P313844.json,la,⸢la\p⸣,o 10',,P313844.12.2.0,P313844,LA,.p.,la,1
45989,,qa,damaged,d,P313848.json,mu-qa-a.a,mu-qa\d-a.a,o 1',,P313848.3.5.1,P313848,SILA₃,.d.,qa,1
46035,,az,damaged,dp,P313848.json,u₂-ša₂-az-za-zu-šu₂-nu-u-ni,u₂]-ša₂-⸢az\dp-za⸣-zu-šu₂-nu-u-ni\d,o 4',,P313848.6.4.2,P313848,|PIRIG×ZA|,.dp.,az,1
46412,v,LU₂,damaged,,P313853.json,{LU₂}ARAD-MEŠ,{⸢lu₂v⸣}ARAD\p-MEŠ\m,o 7',,P313853.9.5.0,P313853,LU₂,v..,LU,2
46550,,KIN,damaged,t,P313855.json,{LU₂}A—KIN,{lu₂v}A—⸢KIN\t⸣,o 8',,P313855.10.2.2,P313855,KIN,.t.,KIN,1
46553,,KIN,damaged,t,P313855.json,{LU₂}A—KIN,{lu₂v}A—⸢KIN\t⸣,o 8',,P313855.10.2.2,P313855,KIN,.t.,KIN,1
46700,,uq,missing,d,P313855.json,uq-ṭar-rib,[uq\d]-ṭar-rib,r 11,,P313855.31.1.0,P313855,|PIRIG×UD|,.d.,uq,1
46814,v,LU₂,damaged,y,P313856.json,{LU₂}x,{⸢lu₂vy⸣}[x,o 10,,P313856.11.3.0,P313856,LU₂,v.y.,LU,2
46838,v,LU₂,damaged,,P313858.json,{LU₂}ERIM-MEŠ,{lu₂v⸣}[ERIM-MEŠ\m,o 2',,P313858.4.3.0,P313858,LU₂,v..,LU,2
46840,,MEŠ,missing,m,P313858.json,{LU₂}ERIM-MEŠ,{lu₂v⸣}[ERIM-MEŠ\m,o 2',,P313858.4.3.2,P313858,|ME.U.U.U|,.m.,MEŠ,1
46955,v,LU₂,missing,,P313859.json,{LU₂}ša-E₂-ku-din,{lu₂v]}ša\d—E₂—ku-[din,o 4',,P313859.6.2.0,P313859,LU₂,v..,LU,2
47073,,SIPA,damaged,mm,P313859.json,BAR₂.SIPA{KI},⸢BAR₂.SIPA\mm⸣{[ki},o 14',,P313859.16.5.1,P313859,|PA.LU|,.mm.,SIPA,1
47121,v,LU₂,damaged,,P313860.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-MEŠ\m,o 6',,P313860.8.1.0,P313860,LU₂,v..,LU,2
47130,,TA,damaged,m,P313860.json,TA@v,⸢TA@v\m⸣,o 7',v,P313860.9.1.0,P313860,TA,.m.v,TA,1
47266,,MEŠ,missing,m,P313863.json,{ANŠE}gam-mal-MEŠ,{anše}gam-mal-[MEŠ\m],o 5',,P313863.7.8.3,P313863,|ME.U.U.U|,.m.,MEŠ,1
47442,v,LU₂,missing,,P313866.json,{LU₂}qur-bu-te,{[lu₂v}qur]-⸢bu⸣-te,o 3',,P313866.5.1.0,P313866,LU₂,v..,LU,2
47466,v,LU₂,missing,,P313866.json,{LU₂}A—SIG-ia,{[lu₂v]}⸢A⸣—SIG\d-ia,o 5',,P313866.7.1.0,P313866,LU₂,v..,LU,2
47470,v,LU₂,missing,,P313866.json,{LU₂}A—SIG-ia,{[lu₂v]}⸢A⸣—SIG\d-ia,o 5',,P313866.7.1.0,P313866,LU₂,v..,LU,2
47518,,URI,damaged,t,P313867.json,{KUR}URI-a.a,{kur}⸢URI\t⸣-[a.a],o 1',,P313867.3.6.1,P313867,URI,.t.,URI,1
47543,v,LU₂,missing,,P313867.json,{LU₂}tur-ta-nu,{[lu₂v}tur]-⸢ta⸣-nu,o 4',,P313867.6.1.0,P313867,LU₂,v..,LU,2
47578,,ša,damaged,dm,P313867.json,ša,ša\dm⸣,o 6',,P313867.8.8.0,P313867,ŠA,.dm.,ša,1
47628,,ša,damaged,dm,P313870.json,ša,⸢ša\dm⸣,o 6',,P313870.8.1.0,P313870,ŠA,.dm.,ša,1
47664,v,LU₂,missing,,P313871.json,{LU₂}EN-pi-qit-te,{lu₂v}EN—pi]-qit-te,o 2',,P313871.4.3.0,P313871,LU₂,v..,LU,2
47798,,u₂,missing,m,P313871.json,u₂-di-ni,[u₂\m]-di-ni,r 3,,P313871.17.1.0,P313871,U₂,.m.,u,2
48099,v,LU₂,damaged,,P313876.json,{LU₂}IGI.DUB,{⸢lu₂v⸣}IGI.DUB\dm,o 2',,P313876.4.2.0,P313876,LU₂,v..,LU,2
48133,v,LU₂,missing,,P313876.json,{LU₂}A—KIN-ia,{[lu₂v}A]—⸢KIN⸣-ia,o 6',,P313876.8.1.0,P313876,LU₂,v..,LU,2
48137,v,LU₂,missing,,P313876.json,{LU₂}A—KIN-ia,{[lu₂v}A]—⸢KIN⸣-ia,o 6',,P313876.8.1.0,P313876,LU₂,v..,LU,2
48422,v,LU₂,missing,,P313878.json,{LU₂}TIN-MEŠ,{[lu₂v}TIN-MEŠ],o 10,,P313878.11.3.0,P313878,LU₂,v..,LU,2
48457,,TA,damaged,m,P313879.json,TA@v,⸢TA@v\m,r 1',v,P313879.5.2.0,P313879,TA,.m.v,TA,1
48478,,TA,damaged,m,P313879.json,TA@v,⸢TA@v\m⸣,r 4',v,P313879.8.1.0,P313879,TA,.m.v,TA,1
48490,,ša,damaged,dm,P313879.json,ša,⸢ša\dm⸣,r 5',,P313879.9.3.0,P313879,ŠA,.dm.,ša,1
48519,v,LU₂,damaged,,P313880.json,{LU₂}x,{⸢lu₂v⸣}[x,o 4',,P313880.6.2.0,P313880,LU₂,v..,LU,2
48916,v,LU₂,missing,,P313885.json,{LU₂}e-muq-qi-ku-nu,{[lu₂v}e]-⸢muq⸣-qi-ku-nu,o 7',,P313885.9.1.0,P313885,LU₂,v..,LU,2
48956,,li,damaged,d,P313885.json,lil-li-ka,[lil]-⸢li\d⸣-ka,o 10',,P313885.12.1.1,P313885,LI,.d.,li,1
48977,,ša,damaged,ydm,P313886.json,ša,⸢ša\ydm⸣,r 1',,P313886.5.1.0,P313886,ŠA,.ydm.,ša,1
49106,,ša,damaged,y,P313886.json,ša,⸢ša\y⸣,e. 2,,P313886.19.4.0,P313886,ŠA,.y.,ša,1
49373,,ti,damaged,dt,P313891.json,pa-ni-u-ti,pa-ni-u-⸢ti\dt⸣,r 2,,P313891.13.2.3,P313891,TI,.dt.,ti,1
49376,v,LU₂,damaged,,P313891.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-MEŠ\m,r 3,,P313891.14.3.0,P313891,LU₂,v..,LU,2
49537,,di,damaged,d,P313892.json,i-di-mi₃-iq,i]-⸢di\d⸣-mi₃-iq,r 6',,P313892.20.5.1,P313892,DI,.d.,di,1
49657,,ti,damaged,t,P313894.json,pi-ti,pi-⸢ti\t⸣,o 2',,P313894.4.2.1,P313894,TI,.t.,ti,1
49847,v,LU₂,damaged,,P313895.json,{LU₂}x,{⸢lu₂v⸣}[x],o 8',,P313895.10.9.0,P313895,LU₂,v..,LU,2
49935,,li,damaged,d,P313897.json,lil-li-ku,[lil]-⸢li\d⸣-ku,o 4',,P313897.6.1.1,P313897,LI,.d.,li,1
50064,,uk,damaged,dp,P313898.json,uk-tal-li-x,⸢uk\dp⸣-tal-li\d-[x,o 9',,P313898.11.1.0,P313898,|PIRIG×UD|,.dp.,uk,1
50207,,TA,damaged,m,P313898.json,TA@v,⸢TA@v\m,r 12,v,P313898.27.1.0,P313898,TA,.m.v,TA,1
50230,v,LU₂,damaged,,P313902.json,{LU₂}x-x,{⸢lu₂v}x⸣-[x,o 1',,P313902.3.2.0,P313902,LU₂,v..,LU,2
50240,,TA,damaged,m,P313902.json,TA@v,⸢TA@v\m⸣,o 2',v,P313902.4.4.0,P313902,TA,.m.v,TA,1
50283,v,LU₂,damaged,,P313902.json,{LU₂}ERIM-ME,{lu₂v⸣}ERIM-ME,r 1,,P313902.12.2.0,P313902,LU₂,v..,LU,2
50374,,LUGAL,damaged,t,P313903.json,LUGAL,⸢LUGAL\t⸣,o 6,,P313903.7.2.0,P313903,LUGAL,.t.,LUGAL,1
50606,v,LU₂,damaged,,P313910.json,{LU₂}E₂-{1}u₂-ka-na-a.a,{⸢lu₂v⸣}E₂—{1}u₂-[ka-na-a.a],o 4,,P313910.5.1.0,P313910,LU₂,v..,LU,2
50640,,TA,damaged,m,P313910.json,TA@v,⸢TA@v\m⸣,o 8,v,P313910.9.1.0,P313910,TA,.m.v,TA,1
50826,,ša,damaged,ydm,P313911.json,ša,⸢ša\ydm⸣,r 8',,P313911.14.4.0,P313911,ŠA,.ydm.,ša,1
50997,,TA,missing,,P313915.json,TA@v,TA@v],o 4',v,P313915.6.3.0,P313915,TA,..v,TA,1
51036,v,LU₂,missing,,P313915.json,{LU₂}GAL-mu-gi-ka,{lu₂v}GAL—mu]-⸢gi⸣-ka,o 7',,P313915.9.2.0,P313915,LU₂,v..,LU,2
51170,,ša,damaged,ym,P313917.json,ša,⸢ša\ym,o 2',,P313917.4.3.0,P313917,ŠA,.ym.,ša,1
51171,,LUGAL,damaged,t,P313917.json,LUGAL,LUGAL\t⸣,o 2',,P313917.4.4.0,P313917,LUGAL,.t.,LUGAL,1
51184,,ša,damaged,ym,P313917.json,ša,⸢ša\ym⸣,o 4',,P313917.6.1.0,P313917,ŠA,.ym.,ša,1
51491,v,LU₂,damaged,,P313923.json,{LU₂}EN.NAM,{⸢lu₂v⸣}[EN.NAM],r 1,,P313923.17.4.0,P313923,LU₂,v..,LU,2
51569,,rig,damaged,t,P313924.json,an-nu-rig,[an-nu]-⸢rig\t⸣,o 1',,P313924.3.1.2,P313924,ŠIM,.t.,rig,1
51583,,iš,damaged,d,P313924.json,iš-pur-an-ni,⸢iš\d⸣-[pur-an-ni],o 3',,P313924.5.4.0,P313924,IŠ,.d.,iš,1
51640,,SIG₄,damaged,p,P313924.json,SIG₄-MEŠ,⸢SIG₄\p⸣-MEŠ\m,r 4,,P313924.13.4.0,P313924,SIG₄,.p.,SIG,4
51715,v,LU₂,missing,y,P313930.json,{LU₂}EN.NAM,{[lu₂vy}EN].⸢NAM⸣,o 1',,P313930.3.1.0,P313930,LU₂,v.y.,LU,2
51793,v,LU₂,missing,,P313931.json,{LU₂}ZI-MEŠ,{[lu₂v]}ZI-MEŠ\m,o 5',,P313931.7.4.0,P313931,LU₂,v..,LU,2
52021,,na,damaged,t,P313938.json,a-na,a-⸢na\t⸣,o 3,,P313938.4.3.1,P313938,NA,.t.,na,1
52076,v,LU₂,damaged,,P313940.json,{LU₂}x+x,{⸢lu₂v}x⸣+[x,o 1',,P313940.3.2.0,P313940,LU₂,v..,LU,2
52279,,TA,missing,,P313945.json,TA@v,[TA@v,r 2',v,P313945.6.1.0,P313945,TA,..v,TA,1
52643,v,LU₂,damaged,,P313958.json,{LU₂}A—KIN,{⸢lu₂v}A⸣—[KIN,r 2',,P313958.6.2.0,P313958,LU₂,v..,LU,2
52646,v,LU₂,damaged,,P313958.json,{LU₂}A—KIN,{⸢lu₂v}A⸣—[KIN,r 2',,P313958.6.2.0,P313958,LU₂,v..,LU,2
52736,,MEŠ,damaged,m,P313961.json,x-MEŠ-ni,x]-⸢MEŠ\m⸣-ni,o 4',,P313961.6.4.1,P313961,|ME.U.U.U|,.m.,MEŠ,1
52764,v,LU₂,missing,,P313961.json,{LU₂}EN-pi-qi-ta-te,{lu₂v]}⸢EN—pi⸣-qi-ta-te,o 7',,P313961.9.5.0,P313961,LU₂,v..,LU,2
52792,,li,damaged,d,P313965.json,li-ir-di-ia,⸢li\d-ir⸣-di-ia,o 1',,P313965.3.5.0,P313965,LI,.d.,li,1
52822,,iq,damaged,d,P313966.json,pi-iq-x,pi-⸢iq\d⸣-[x,o 2',,P313966.4.2.1,P313966,IG,.d.,iq,1
52882,,ID₂,damaged,t,P313966.json,ID₂,⸢ID₂\t⸣,o 9',,P313966.11.2.0,P313966,|A.LAGAB×HAL|,.t.,ID,2
52937,v,LU₂,missing,,P313969.json,{LU₂}ru-ʾu-u₂-a,{lu₂v}ru]-ʾu-u₂\m-a,o 1',,P313969.3.10.0,P313969,LU₂,v..,LU,2
53485,v,LU₂,damaged,y,P313980.json,{LU₂}ERIM-MEŠ,{⸢lu₂vy⸣}ERIM-MEŠ,o 7,,P313980.8.6.0,P313980,LU₂,v.y.,LU,2
53972,,iš,damaged,d,P313989.json,iš-pur-an-ni,iš\d⸣-[pur-an-ni],o 3',,P313989.5.4.0,P313989,IŠ,.d.,iš,1
54295,,as,damaged,d,P313992.json,as-sap-ra,⸢as\d⸣-sap-ra,r 5',,P313992.15.6.0,P313992,|PIRIG×ZA|,.d.,as,1
54331,v,LU₂,damaged,,P313993.json,{LU₂}x,{⸢lu₂v⸣}[x,o 1',,P313993.3.2.0,P313993,LU₂,v..,LU,2
54459,,ša,damaged,m,P313996.json,ša,ša\m⸣,o 8,,P313996.9.6.0,P313996,ŠA,.m.,ša,1
54495,,URI,damaged,d,P313997.json,{KUR}URI-a.a,{kur]}⸢URI\d⸣-a.a,o 3',,P313997.5.5.1,P313997,URI,.d.,URI,1
54519,,URI,damaged,d,P313997.json,{KUR}URI-a.a,{kur}⸢URI\d⸣-a.[a],o 6',,P313997.8.5.1,P313997,URI,.d.,URI,1
54557,,URI,damaged,d,P313998.json,{KUR}URI-a.a,{⸢kur}URI\d⸣-a.a,o 4,,P313998.5.5.1,P313998,URI,.d.,URI,1
54573,v,LU₂,damaged,,P313998.json,{LU₂}SAG,{⸢lu₂v}SAG⸣,o 6,,P313998.7.6.0,P313998,LU₂,v..,LU,2
54854,v,LU₂,missing,,P314003.json,{LU₂}QAL₃-MEŠ,{lu₂v}QAL₃-MEŠ],o 7,,P314003.8.3.0,P314003,LU₂,v..,LU,2
54882,v,LU₂,damaged,y,P314004.json,{LU₂}GAL—URU-MEŠ,{⸢lu₂vy⸣}GAL—⸢URU⸣-[MEŠ,o 1',,P314004.3.1.0,P314004,LU₂,v.y.,LU,2
54886,v,LU₂,damaged,y,P314004.json,{LU₂}GAL—URU-MEŠ,{⸢lu₂vy⸣}GAL—⸢URU⸣-[MEŠ,o 1',,P314004.3.1.0,P314004,LU₂,v.y.,LU,2
54930,,DA,damaged,d,P314008.json,ZID₂.DA.KASKAL.2-MEŠ-šu₂-nu,ZID₂].⸢DA\d⸣.KASKAL.2-MEŠ\m-šu₂-[nu,o 2',,P314008.4.2.1,P314008,DA,.d.,DA,1
54968,v,LU₂,damaged,,P314008.json,{LU₂}ERIM—MAN-MEŠ,{⸢lu₂v⸣}ERIM—MAN-MEŠ\m,o 6',,P314008.8.3.0,P314008,LU₂,v..,LU,2
54972,v,LU₂,damaged,,P314008.json,{LU₂}ERIM—MAN-MEŠ,{⸢lu₂v⸣}ERIM—MAN-MEŠ\m,o 6',,P314008.8.3.0,P314008,LU₂,v..,LU,2
55044,,uk,damaged,dp,P314008.json,mu-uk,mu-⸢uk\dp,r 5,,P314008.17.5.1,P314008,|PIRIG×UD|,.dp.,uk,1
55053,,ka,damaged,d,P314008.json,ka,⸢ka\d⸣,r 6,,P314008.18.5.0,P314008,KA,.d.,ka,1
55270,,ša,damaged,y,P314014.json,ša,⸢ša\y⸣,o 4',,P314014.6.1.0,P314014,ŠA,.y.,ša,1
55555,v,LU₂,missing,,P314019.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN]-ia,b.e. 1',,P314019.4.2.0,P314019,LU₂,v..,LU,2
55559,v,LU₂,missing,,P314019.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN]-ia,b.e. 1',,P314019.4.2.0,P314019,LU₂,v..,LU,2
55733,,PAB,damaged,d,P314023.json,{1}EN—AD—PAB,{1}⸢EN—AD—PAB\d⸣,o 2,,P314023.3.2.3,P314023,PAP,.d.,PAB,1
55747,,PAB,damaged,d,P314023.json,PAB,⸢PAB\d⸣,r 1',,P314023.9.1.0,P314023,PAP,.d.,PAB,1
55972,,URI,damaged,dm,P314027.json,{KUR}URI-a.a,{kur]}⸢URI\dm⸣-a.a,o 1',,P314027.3.6.1,P314027,URI,.dm.,URI,1
56066,,ša,damaged,ty,P314028.json,ša,⸢ša\ty⸣,o 5',,P314028.7.5.0,P314028,ŠA,.ty.,ša,1
56111,,ša,damaged,yd,P314029.json,ša,⸢ša\yd⸣,o 5,,P314029.6.3.0,P314029,ŠA,.yd.,ša,1
56263,,LUGAL,damaged,d,P314032.json,LUGAL,⸢LUGAL\d⸣,o 1,,P314032.2.2.0,P314032,LUGAL,.d.,LUGAL,1
56384,,ša,damaged,dm,P314036.json,ša,⸢ša\dm⸣,o 2',,P314036.4.4.0,P314036,ŠA,.dm.,ša,1
