,a,b,break,f,file,form,frag,line_label,m,sign_loc_id,text_id,sign_form,mods_str,str_part,num_part
114782,,uk,damaged,d,P334439.json,nu-uk,nu-⸢uk\d⸣,o 8',,P334439.11.1.1,P334439,|PIRIG×UD|,.d.,uk,1
115443,,AG,missing,d,P334443.json,{1}{d}AG-pa-šir,{1}{d}AG\d—pa-šir],o 2,,P334443.3.2.2,P334443,AK,.d.,AG,1
115482,,ba,damaged,t,P334443.json,{1}ar₂-ba-a.a,{1}⸢ar₂-ba\t⸣-a.a,o 8,,P334443.9.2.2,P334443,BA,.t.,ba,1
115513,,tu,damaged,t,P334443.json,{KUR}at-tu-na-a.a,{kur}at-⸢tu\t⸣-[na-a.a],o 12,,P334443.13.2.2,P334443,TU,.t.,tu,1
115562,,ti,damaged,t,P334443.json,at-ti-din-ma,[at]-⸢ti\t⸣-din-ma,r 7,,P334443.23.1.1,P334443,TI,.t.,ti,1
115603,,iš,damaged,d,P334444.json,iš-pur-an-ni,⸢iš\d-pur⸣-an-ni,o 5,,P334444.6.1.0,P334444,IŠ,.d.,iš,1
116001,,URI,damaged,d,P334447.json,{KUR}URI-a.a,{kur]}⸢URI\d⸣-a.a,o 2',,P334447.4.5.1,P334447,URI,.d.,URI,1
116029,v,LU₂,missing,y,P334447.json,{LU₂}EN.NAM-MEŠ-šu₂,{lu₂vy}EN].⸢NAM⸣-MEŠ\m-šu₂,o 5',,P334447.7.2.0,P334447,LU₂,v.y.,LU,2
116037,v,LU₂,missing,y,P334447.json,{LU₂}EN.NAM,{[lu₂vy}EN].⸢NAM⸣,o 6',,P334447.8.1.0,P334447,LU₂,v.y.,LU,2
116051,v,LU₂,missing,y,P334447.json,{LU₂}EN.NAM,{[lu₂vy}EN].NAM,o 7',,P334447.9.1.0,P334447,LU₂,v.y.,LU,2
116058,v,LU₂,missing,y,P334447.json,{LU₂}EN.NAM,{[lu₂vy]}EN.NAM,o 8',,P334447.10.1.0,P334447,LU₂,v.y.,LU,2
116162,,LUGAL,damaged,p,P334447.json,LUGAL-šu₂-nu,⸢LUGAL\p⸣-šu₂-nu,r 5,,P334447.23.1.0,P334447,LUGAL,.p.,LUGAL,1
116256,v,LU₂,missing,,P334483.json,{LU₂}ARAD-MEŠ,{lu₂v]}ARAD-MEŠ,o 5,,P334483.6.2.0,P334483,LU₂,v..,LU,2
116264,v,LU₂,missing,,P334483.json,{LU₂}ša-pa-an-E₂.GAL,{[lu₂v}ša]—pa-an—E₂.GAL,o 6,,P334483.7.1.0,P334483,LU₂,v..,LU,2
116404,v,LU₂,missing,,P334483.json,{LU₂}A—KIN-e-a,{[lu₂v]}A—KIN-e-a,o 18,,P334483.19.1.0,P334483,LU₂,v..,LU,2
116409,v,LU₂,missing,,P334483.json,{LU₂}A—KIN-e-a,{[lu₂v]}A—KIN-e-a,o 18,,P334483.19.1.0,P334483,LU₂,v..,LU,2
116422,v,LU₂,missing,,P334483.json,{LU₂}A—KIN,{[lu₂v]}A—KIN,o 19,,P334483.20.1.0,P334483,LU₂,v..,LU,2
116425,v,LU₂,missing,,P334483.json,{LU₂}A—KIN,{[lu₂v]}A—KIN,o 19,,P334483.20.1.0,P334483,LU₂,v..,LU,2
116827,,TA,missing,,P334496.json,TA@v,[TA@v,o 9,v,P334496.10.4.0,P334496,TA,..v,TA,1
117023,,uk,damaged,d,P334496.json,nu-uk,nu-⸢uk\d⸣,r.e. 14,,P334496.37.2.1,P334496,|PIRIG×UD|,.d.,uk,1
117043,,TA,damaged,m,P334496.json,TA@v,⸢TA@v\m⸣,e. 2,v,P334496.40.1.0,P334496,TA,.m.v,TA,1
117084,v,LU₂,missing,,P334497.json,{LU₂}x,{[lu₂v}x,o 4,,P334497.5.3.0,P334497,LU₂,v..,LU,2
117229,v,LU₂,missing,,P334498.json,{LU₂}ERIM-MEŠ-ia,{[lu₂v}ERIM-MEŠ-ia],o 7,,P334498.8.3.0,P334498,LU₂,v..,LU,2
117278,,na,damaged,t,P334498.json,a-na,a-na\t,r 1',,P334498.17.2.1,P334498,NA,.t.,na,1
117411,v,LU₂,missing,,P334498.json,{LU₂}EN.NAM,{[lu₂v]}⸢EN⸣.NAM,r.e. 16,,P334498.33.1.0,P334498,LU₂,v..,LU,2
117546,,na,damaged,td,P334499.json,ha-na-ka,ha-⸢na\td-ka⸣,o 7,,P334499.8.2.1,P334499,NA,.td.,na,1
117877,v,LU₂,missing,,P334501.json,{LU₂}qur-bu-te,{[lu₂v}qur]-⸢bu⸣-te,o 9,,P334501.10.1.0,P334501,LU₂,v..,LU,2
117934,v,LU₂,missing,,P334502.json,{LU₂}rak-su-te,{lu₂v}rak-su]-te,o 3,,P334502.4.3.0,P334502,LU₂,v..,LU,2
117991,v,LU₂,missing,,P334502.json,{LU₂}GAL-ki-ṣir-MEŠ,{lu₂v}GAL—ki]-⸢ṣir⸣-MEŠ,o 7,,P334502.8.3.0,P334502,LU₂,v..,LU,2
118119,v,LU₂,missing,,P334502.json,{LU₂}rak-su,{[lu₂v}rak]-⸢su⸣,r 5',,P334502.21.1.0,P334502,LU₂,v..,LU,2
118190,v,LU₂,missing,,P334502.json,{LU₂}rak-su,{[lu₂v}rak-su,r 10',,P334502.26.1.0,P334502,LU₂,v..,LU,2
118297,,GIN,damaged,d,P334504.json,{1}{d}AG—EN—GIN,{1}{d}AG—EN—⸢GIN\d⸣,o 2,,P334504.3.2.4,P334504,DU,.d.,GIN,1
119425,,LUGAL,damaged,p,P334528.json,LUGAL,⸢LUGAL\p⸣,o 1,,P334528.2.2.0,P334528,LUGAL,.p.,LUGAL,1
119467,,TA,missing,m,P334528.json,TA@v,[TA@v\m,o 6,v,P334528.7.1.0,P334528,TA,.m.v,TA,1
119821,v,LU₂,missing,,P334535.json,{LU₂}KAB.SAR,{[lu₂v]}⸢KAB⸣.SAR,o 12,,P334535.13.1.0,P334535,LU₂,v..,LU,2
120302,v,LU₂,missing,,P334540.json,{LU₂}kal-da-a.a,{[lu₂v]}kal-da-a.a,o 5,,P334540.6.1.0,P334540,LU₂,v..,LU,2
120464,v,LU₂,damaged,,P334540.json,{LU₂}SANGA,{⸢lu₂v⸣}SANGA,r 8,,P334540.27.2.0,P334540,LU₂,v..,LU,2
120569,,TA,damaged,,P334543.json,TA@v,⸢TA@v⸣,nolabel,v,P334543.13.3.0,P334543,TA,..v,TA,1
120689,,ti,damaged,t,P334543.json,a-be₂-e-ti,a—be₂-e-⸢ti\t⸣,r 4,,P334543.30.1.3,P334543,TI,.t.,ti,1
121053,v,LU₂,missing,,P334555.json,{LU₂}ERIM-MEŠ—LUGAL-ia,{[lu₂v]}ERIM-MEŠ—LUGAL-ia,o 22,,P334555.23.1.0,P334555,LU₂,v..,LU,2
121058,v,LU₂,missing,,P334555.json,{LU₂}ERIM-MEŠ—LUGAL-ia,{[lu₂v]}ERIM-MEŠ—LUGAL-ia,o 22,,P334555.23.1.0,P334555,LU₂,v..,LU,2
121150,,na,damaged,d,P334555.json,a-na,⸢a-na\d⸣,r 3,,P334555.33.3.1,P334555,NA,.d.,na,1
121499,v,LU₂,damaged,y,P334558.json,{LU₂}x,{⸢lu₂vy⸣}[x,r 2',,P334558.14.2.0,P334558,LU₂,v.y.,LU,2
122200,v,LU₂,damaged,,P334565.json,{LU₂}ERIM—MAN-MEŠ,{⸢lu₂v⸣}ERIM—MAN-MEŠ,r 6',,P334565.15.1.0,P334565,LU₂,v..,LU,2
122204,v,LU₂,damaged,,P334565.json,{LU₂}ERIM—MAN-MEŠ,{⸢lu₂v⸣}ERIM—MAN-MEŠ,r 6',,P334565.15.1.0,P334565,LU₂,v..,LU,2
122326,,ša,missing,ym,P334567.json,ša,[ša\ym],r 2,,P334567.21.1.0,P334567,ŠA,.ym.,ša,1
122356,,ša,damaged,ym,P334567.json,ša,⸢ša\ym⸣,r 7,,P334567.26.1.0,P334567,ŠA,.ym.,ša,1
122377,,ša,damaged,tym,P334567.json,ša,⸢ša\tym⸣,r 9,,P334567.28.4.0,P334567,ŠA,.tym.,ša,1
122425,,ša,damaged,ym,P334568.json,ša,⸢ša\ym⸣,o 4,,P334568.5.1.0,P334568,ŠA,.ym.,ša,1
122470,v,LU₂,damaged,,P334568.json,{LU₂}GAL—SUM.NINDA,{⸢lu₂v⸣}[GAL]—SUM.NINDA,o 10,,P334568.11.5.0,P334568,LU₂,v..,LU,2
122474,v,LU₂,damaged,,P334568.json,{LU₂}GAL—SUM.NINDA,{⸢lu₂v⸣}[GAL]—SUM.NINDA,o 10,,P334568.11.5.0,P334568,LU₂,v..,LU,2
122572,,na,damaged,t,P334568.json,a-na,a-⸢na\t⸣,r.e. 13,,P334568.28.2.1,P334568,NA,.t.,na,1
123481,,da,missing,d,P334587.json,ug-da-da-mar,ug\d-da\d-[da\d-mar],r 4',,P334587.17.4.2,P334587,DA,.d.,da,1
123844,,ti,damaged,t,P334592.json,{LU₂}qur-bu-ti,{lu₂vy}qur-bu-⸢ti\t⸣,o 10,,P334592.12.1.3,P334592,TI,.t.,ti,1
124347,v,LU₂,damaged,,P334606.json,{LU₂}lu-hu-u₂-ta-a.a,{lu₂v}lu⸣-hu-u₂-⸢ta⸣-[a.a],o 9,,P334606.10.3.0,P334606,LU₂,v..,LU,2
125094,v,LU₂,missing,,P334609.json,{LU₂}ERIM-MEŠ,{[lu₂v}ERIM-MEŠ,o 19,,P334609.20.1.0,P334609,LU₂,v..,LU,2
125274,v,LU₂,missing,y,P334610.json,{LU₂}kan-nu-uʾ-a.a,{[lu₂vy]}⸢kan⸣-nu-uʾ-a.a,r 4,,P334610.24.1.0,P334610,LU₂,v.y.,LU,2
125341,,u₂,damaged,m,P334612.json,{1}ia-an-zu-u₂,{1}ia-an-zu-⸢u₂\m⸣,o 9,,P334612.10.1.4,P334612,U₂,.m.,u,2
125537,,KAM₂,missing,t,P334613.json,11-KAM₂,11-KAM₂\t],o 6,,P334613.7.2.1,P334613,KAM₂,.t.,KAM,2
125546,,KAM₂,missing,t,P334613.json,12-KAM₂,12-KAM₂\t],o 7,,P334613.8.2.1,P334613,KAM₂,.t.,KAM,2
125553,,KAM₂,missing,t,P334613.json,13-KAM₂,13-KAM₂\t,o 8,,P334613.9.2.1,P334613,KAM₂,.t.,KAM,2
125560,,KAM₂,missing,t,P334613.json,14-KAM₂,14-KAM₂\t,o 9,,P334613.10.2.1,P334613,KAM₂,.t.,KAM,2
125724,,TA,missing,,P334616.json,TA@v,[TA@v],r 2',v,P334616.14.1.0,P334616,TA,..v,TA,1
125802,v,LU₂,missing,,P334618.json,{LU₂}e-mu-qi-ia,{[lu₂v}e-mu-qi]-⸢ia⸣,o 4,,P334618.5.1.0,P334618,LU₂,v..,LU,2
126136,v,LU₂,damaged,,P334625.json,{LU₂}x,{⸢lu₂v⸣}[x,o 7,,P334625.8.1.0,P334625,LU₂,v..,LU,2
126172,,na,damaged,t,P334629.json,a-na,a]-⸢na\t⸣,o 4,,P334629.5.2.1,P334629,NA,.t.,na,1
126240,v,LU₂,missing,y,P334631.json,{LU₂}{GIŠ}GIGIR,{[lu₂vy]}{giš}GIGIR,o 5,,P334631.6.1.0,P334631,LU₂,v.y.,LU,2
126556,v,LU₂,missing,,P334633.json,{LU₂}A—KIN,{[lu₂v}A—KIN,r.e. 10,,P334633.20.1.0,P334633,LU₂,v..,LU,2
126559,v,LU₂,missing,,P334633.json,{LU₂}A—KIN,{[lu₂v}A—KIN,r.e. 10,,P334633.20.1.0,P334633,LU₂,v..,LU,2
126603,,ša,damaged,yd,P334634.json,ša,ša\yd⸣,o 4,,P334634.6.4.0,P334634,ŠA,.yd.,ša,1
126636,v,LU₂,damaged,y,P334634.json,{LU₂}qur-bu-ti,{⸢lu₂vy}qur⸣-[bu-ti,o 9,,P334634.11.1.0,P334634,LU₂,v.y.,LU,2
126765,v,LU₂,missing,,P334638.json,{LU₂}ši-kin-ṭe₃-mi,{[lu₂v]}⸢ši⸣-kin—[ṭe₃-mi],o 9,,P334638.10.1.0,P334638,LU₂,v..,LU,2
126921,,na,damaged,t,P334643.json,a-na,⸢a-na\t,o 3,,P334643.4.3.1,P334643,NA,.t.,na,1
126956,,na,damaged,t,P334643.json,a-na,a-⸢na\t,o 8,,P334643.9.2.1,P334643,NA,.t.,na,1
127189,v,LU₂,missing,,P334646.json,{LU₂}GAL-x,{[lu₂v}GAL—x,o 6',,P334646.8.2.0,P334646,LU₂,v..,LU,2
127207,v,LU₂,missing,,P334646.json,{LU₂}ERIM-MEŠ—MAN,{lu₂v]}⸢ERIM⸣-MEŠ—MAN,o 8',,P334646.10.4.0,P334646,LU₂,v..,LU,2
127211,v,LU₂,missing,,P334646.json,{LU₂}ERIM-MEŠ—MAN,{lu₂v]}⸢ERIM⸣-MEŠ—MAN,o 8',,P334646.10.4.0,P334646,LU₂,v..,LU,2
127493,,BAD₃,damaged,p,P334658.json,{URU}BAD₃-{1}MAN—GI.NA,{uru}⸢BAD₃\p⸣—{1}MAN—GI].⸢NA⸣,o 8,,P334658.9.3.1,P334658,|EZEN×BAD|,.p.,BAD,3
127526,v,LU₂,damaged,,P334658.json,{LU₂}x,{⸢lu₂v⸣}[x,o 12,,P334658.13.1.0,P334658,LU₂,v..,LU,2
127729,v,LU₂,missing,,P334663.json,{LU₂}MAH,{[lu₂v]}⸢MAH⸣,o 4,,P334663.5.3.0,P334663,LU₂,v..,LU,2
127759,,li₂,damaged,d,P334664.json,be-li₂-ni,⸢be-li₂\d⸣-[ni],o 1,,P334664.2.3.1,P334664,NI,.d.,li,2
127976,,pu,damaged,td,P334665.json,iš-pu-ra-an-ni,⸢iš-pu\td-ra⸣-[an-ni,r 3,,P334665.19.1.1,P334665,BU,.td.,pu,1
128668,v,LU₂,missing,,P334673.json,{LU₂}GAL—URU-MEŠ-šu₂-nu,{[lu₂v}GAL—URU-MEŠ]-šu₂-nu,r 1',,P334673.21.1.0,P334673,LU₂,v..,LU,2
128674,v,LU₂,missing,,P334673.json,{LU₂}GAL—URU-MEŠ-šu₂-nu,{[lu₂v}GAL—URU-MEŠ]-šu₂-nu,r 1',,P334673.21.1.0,P334673,LU₂,v..,LU,2
128813,v,LU₂,damaged,,P334673.json,{LU₂}EN.NAM,{⸢lu₂v⸣}[EN.NAM,r 11',,P334673.31.4.0,P334673,LU₂,v..,LU,2
128875,,ša,damaged,m,P334674.json,ša,⸢ša\m⸣,o 4,,P334674.5.3.0,P334674,ŠA,.m.,ša,1
128896,,qi,damaged,t,P334674.json,e-te-te-qi,e-te-te-⸢qi\t⸣,o 7,,P334674.8.1.3,P334674,KIN,.t.,qi,1
128986,v,LU₂,missing,,P334674.json,{LU₂}qur-bu-te,{[lu₂v}qur]-bu-te,r 8',,P334674.23.1.0,P334674,LU₂,v..,LU,2
129004,v,LU₂,missing,,P334674.json,{LU₂}qur-bu-te,{[lu₂v]}⸢qur⸣-bu-te,r 10',,P334674.25.1.0,P334674,LU₂,v..,LU,2
129260,v,LU₂,missing,,P334680.json,{LU₂}qur-bu-te,{[lu₂v}qur]-bu-te,o 3',,P334680.5.1.0,P334680,LU₂,v..,LU,2
129264,,TA,damaged,m,P334680.json,TA@v,⸢TA@v\m⸣,o 3',v,P334680.5.2.0,P334680,TA,.m.v,TA,1
129790,v,LU₂,damaged,,P334687.json,{LU₂}A—KIN,{⸢lu₂v}A—KIN⸣,o 15,,P334687.16.3.0,P334687,LU₂,v..,LU,2
129793,v,LU₂,damaged,,P334687.json,{LU₂}A—KIN,{⸢lu₂v}A—KIN⸣,o 15,,P334687.16.3.0,P334687,LU₂,v..,LU,2
129986,,li,damaged,d,P334688.json,ši-ih-li,⸢ši-ih-li\d⸣,r 14',,P334688.20.5.2,P334688,LI,.d.,li,1
129999,v,LU₂,missing,,P334689.json,{LU₂}mu-šar-ki-sa-a-ni,{lu₂v]}mu-šar-ki-sa-a-ni,o 2,,P334689.3.2.0,P334689,LU₂,v..,LU,2
130100,,ti,damaged,t,P334689.json,ši-ti-i-ni,ši]-⸢ti\t⸣-i-ni,r 6',,P334689.17.6.1,P334689,TI,.t.,ti,1
130270,,uk,damaged,d,P334692.json,mu-uk,mu-⸢uk\d⸣,r 2',,P334692.19.1.1,P334692,|PIRIG×UD|,.d.,uk,1
130277,,ša,damaged,dm,P334692.json,ša,⸢ša\dm⸣,r 2',,P334692.19.5.0,P334692,ŠA,.dm.,ša,1
130401,,su,damaged,t,P334692.json,i-su-uh-ru-ni,i-⸢su\t⸣-[uh-ru-ni],r 11',,P334692.28.4.1,P334692,SU,.t.,su,1
130740,v,LU₂,damaged,,P334694.json,{LU₂}da-a.a-li,{⸢lu₂v}da⸣-[a.a-li],r 1',,P334694.5.3.0,P334694,LU₂,v..,LU,2
130799,v,LU₂,damaged,,P334694.json,{LU₂}da-a.a-li,{⸢lu₂v⸣}da\d-a.a-li\d,r 6',,P334694.10.3.0,P334694,LU₂,v..,LU,2
130819,v,LU₂,missing,,P334694.json,{LU₂}GAL—HAL.ṢU,{lu₂v]}⸢GAL⸣—HAL.ṢU,r 8',,P334694.12.2.0,P334694,LU₂,v..,LU,2
130823,v,LU₂,missing,,P334694.json,{LU₂}GAL—HAL.ṢU,{lu₂v]}⸢GAL⸣—HAL.ṢU,r 8',,P334694.12.2.0,P334694,LU₂,v..,LU,2
131005,,TA,damaged,,P334695.json,TA@v,⸢TA@v⸣,o 9',v,P334695.11.6.0,P334695,TA,..v,TA,1
131017,v,LU₂,damaged,,P334695.json,{LU₂}GAR-nu-te,{⸢lu₂v⸣}GAR-nu-te,o 11',,P334695.13.1.0,P334695,LU₂,v..,LU,2
131058,v,LU₂,damaged,,P334695.json,{LU₂}x,{⸢lu₂v⸣}[x,o 14',,P334695.16.3.0,P334695,LU₂,v..,LU,2
131423,v,LU₂,missing,,P334696.json,{LU₂}NAGAR,{lu₂v]}NAGAR,r 2',,P334696.15.5.0,P334696,LU₂,v..,LU,2
131876,,TA,missing,m,P334699.json,TA@v,[TA@v\m,o 4,v,P334699.5.1.0,P334699,TA,.m.v,TA,1
131985,v,LU₂,missing,,P334703.json,{LU₂}ša₂-EN.NUN,{lu₂v]}⸢ša₂⸣—EN.NUN\m,o 4,,P334703.5.3.0,P334703,LU₂,v..,LU,2
132019,v,LU₂,missing,,P334703.json,{LU₂}MA₂.LAH₄-MEŠ,{[lu₂v}MA₂].LAH₄-MEŠ,o 8,,P334703.9.1.0,P334703,LU₂,v..,LU,2
132055,v,LU₂,missing,,P334703.json,{LU₂}par-ri-ṣu-u₂-te,{lu₂v]}par-ri-ṣu-u₂-te,o 12,,P334703.13.2.0,P334703,LU₂,v..,LU,2
132061,,ša,damaged,dm,P334703.json,ša,⸢ša\dm⸣,o 13,,P334703.14.1.0,P334703,ŠA,.dm.,ša,1
132108,,ša,damaged,dm,P334703.json,ša,⸢ša\dm⸣,o 20,,P334703.21.4.0,P334703,ŠA,.dm.,ša,1
132298,v,LU₂,missing,,P334704.json,{LU₂}A—KIN,{[lu₂v}A—KIN],o 4,,P334704.5.1.0,P334704,LU₂,v..,LU,2
132301,v,LU₂,missing,,P334704.json,{LU₂}A—KIN,{[lu₂v}A—KIN],o 4,,P334704.5.1.0,P334704,LU₂,v..,LU,2
132447,,ZU,damaged,t,P334705.json,{1}aš-šur-ZU,{1}aš-šur—⸢ZU\t⸣,o 7',,P334705.9.3.3,P334705,ZU,.t.,ZU,1
132886,,u₂,damaged,dm,P334708.json,šu-u₂,šu-⸢u₂\dm⸣,r 4,,P334708.30.3.1,P334708,U₂,.dm.,u,2
133089,v,LU₂,missing,,P334710.json,{LU₂}sa-mir-i-na-a.a,{lu₂v}sa]-⸢mir⸣-i-na-a.a,o 2',,P334710.4.2.0,P334710,LU₂,v..,LU,2
133133,,uk,damaged,d,P334710.json,mu-uk,mu]-⸢uk\d⸣,o 6',,P334710.8.2.1,P334710,|PIRIG×UD|,.d.,uk,1
133263,v,LU₂,missing,,P334710.json,{LU₂}um-ma-ni,{[lu₂v}um-ma-ni,r 3,,P334710.25.1.0,P334710,LU₂,v..,LU,2
133306,v,LU₂,missing,,P334710.json,{LU₂}na-si-ki,{[lu₂v}na-si-ki],r 7,,P334710.29.1.0,P334710,LU₂,v..,LU,2
133315,v,LU₂,missing,,P334710.json,{LU₂}NAGAR-MEŠ,{[lu₂v}NAGAR-MEŠ,r 8,,P334710.30.1.0,P334710,LU₂,v..,LU,2
133318,v,LU₂,missing,,P334710.json,{LU₂}DUG.QA.BUR-MEŠ,{lu₂v}DUG].QA.BUR-MEŠ,r 8,,P334710.30.2.0,P334710,LU₂,v..,LU,2
133979,,da,damaged,d,P334715.json,{1}aš-šur-da-lal,{1}aš]-⸢šur—da\d⸣-lal,r 4,,P334715.29.4.3,P334715,DA,.d.,da,1
134062,,ša,damaged,yd,P334715.json,ša,⸢ša\yd⸣,r 13,,P334715.38.1.0,P334715,ŠA,.yd.,ša,1
134152,,KAM₂,missing,t,P334716.json,x-KAM₂,x-KAM₂\t],o 8,,P334716.9.5.1,P334716,KAM₂,.t.,KAM,2
134166,,TA,damaged,,P334716.json,TA@v,⸢TA@v⸣,o 10,v,P334716.11.2.0,P334716,TA,..v,TA,1
134210,,ša,damaged,m,P334716.json,ša,⸢ša\m⸣,o 15,,P334716.16.1.0,P334716,ŠA,.m.,ša,1
134328,,TA,missing,,P334718.json,TA@v,[TA@v],o 2',v,P334718.4.1.0,P334718,TA,..v,TA,1
134547,,ša,damaged,d,P334718.json,ša,⸢ša\d⸣,r 8,,P334718.30.2.0,P334718,ŠA,.d.,ša,1
134563,,li,damaged,d,P334718.json,du₆-li,⸢du₆-li\d⸣,r 10,,P334718.32.3.1,P334718,LI,.d.,li,1
134622,,KAM₂,damaged,t,P334718.json,22-KAM₂,22-⸢KAM₂\t⸣,r 17,,P334718.39.3.1,P334718,KAM₂,.t.,KAM,2
134655,v,LU₂,missing,,P334721.json,{LU₂}GAL—E₂-ka,{lu₂v}GAL]—⸢E₂-ka⸣,o 1',,P334721.3.2.0,P334721,LU₂,v..,LU,2
134659,v,LU₂,missing,,P334721.json,{LU₂}GAL—E₂-ka,{lu₂v}GAL]—⸢E₂-ka⸣,o 1',,P334721.3.2.0,P334721,LU₂,v..,LU,2
134796,v,LU₂,damaged,,P334721.json,{LU₂}ša₂-BAD-HAL-a-te,{⸢lu₂v⸣}ša₂—BAD-HAL-a-te,r 3,,P334721.17.3.0,P334721,LU₂,v..,LU,2
134813,,URI,damaged,d,P334721.json,{KUR}URI,{kur]}⸢URI\d⸣,r 5,,P334721.19.2.1,P334721,URI,.d.,URI,1
134819,v,LU₂,missing,,P334721.json,{LU₂}da-a.a-li,{[lu₂v}da-a].a-li\d,r 6,,P334721.20.1.0,P334721,LU₂,v..,LU,2
134947,,MEŠ,damaged,t,P334723.json,x-MEŠ,x]-⸢MEŠ\t⸣,r 3,,P334723.15.5.1,P334723,|ME.U.U.U|,.t.,MEŠ,1
135052,,ša,missing,d,P334724.json,ša-za-bu-sa-te,ša\d-za-bu-sa-te],o 4,,P334724.5.5.0,P334724,ŠA,.d.,ša,1
135197,,na,damaged,t,P334725.json,a-na,⸢a-na\t⸣,o 5,,P334725.6.2.1,P334725,NA,.t.,na,1
135547,,li,damaged,d,P334727.json,li-iṣ-bu-tu₂,⸢li\d⸣-[iṣ-bu-tu₂],o 2',,P334727.4.3.0,P334727,LI,.d.,li,1
